
SB0 SB40 SB35 MeanRec HarMeanRec Bnow
504652 201861 176628 3148.41 369.266 321470 
CV Recruit
4.00652 
Alternative 1 Alternative  Stock: goa_wp
Catch goa_wp
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2027  0 225099 245148 0 0 0 0 0 
2028  0 225099 245148 0 0 0 0 0 
2029  0 225099 245148 0 0 0 0 0 
2030  0 225099 245148 0 0 0 0 0 
2031  0 225099 245148 0 0 0 0 0 
2032  0 225099 245148 0 0 0 0 0 
2033  0 225099 245148 0 0 0 0 0 
2034  0 225099 245148 0 0 0 0 0 
2035  0 225099 245148 0 0 0 0 0 
2036  0 225099 245148 0 0 0 0 0 

Spawning_Biomass goa_wp
Year SSB100 SSBabc SSBofl LowCI_SSB Median_SSB Mean_SSB UpperCI_SSB Stdev_SSB 
2023 504652 201861 176628 293675 293675 293675 293675 2.32831e-10 
2024 504652 201861 176628 286044 286044 286045 286047 2.47608 
2025 504652 201861 176628 291216 291358 292286 296222 4043.98 
2026 504652 201861 176628 278451 279721 285175 307553 22924.2 
2027 504652 201861 176628 230766 238172 266033 377112 115871 
2028 504652 201861 176628 192505 214425 277724 540183 236668 
2029 504652 201861 176628 152919 198878 305141 800394 353684 
2030 504652 201861 176628 128759 202137 342332 933244 429256 
2031 504652 201861 176628 109004 206878 382504 1.14909e+06 501524 
2032 504652 201861 176628 95385.5 221225 407261 1.33134e+06 541125 
2033 504652 201861 176628 88610.4 235563 429242 1.47234e+06 571035 
2034 504652 201861 176628 82250.7 255464 442652 1.39092e+06 559166 
2035 504652 201861 176628 81325.3 266293 457824 1.44405e+06 566471 
2036 504652 201861 176628 80450.1 273764 463130 1.40105e+06 556551 

Fishing_mortalitygoa_wp
Year F0 Fabc Fofl LowCI_F Median_F Mean_F UpperCI_F Stdev_F 
2023  0 0.259937 0.3074 0.167347 0.167347 0.167347 0.167347 1.38778e-15 
2024  0 0.259937 0.3074 0 0 0 0 0 
2025  0 0.259937 0.3074 0 0 0 0 0 
2026  0 0.259937 0.3074 0 0 0 0 0 
2027  0 0.259937 0.3074 0 0 0 0 0 
2028  0 0.259937 0.3074 0 0 0 0 0 
2029  0 0.259937 0.3074 0 0 0 0 0 
2030  0 0.259937 0.3074 0 0 0 0 0 
2031  0 0.259937 0.3074 0 0 0 0 0 
2032  0 0.259937 0.3074 0 0 0 0 0 
2033  0 0.259937 0.3074 0 0 0 0 0 
2034  0 0.259937 0.3074 0 0 0 0 0 
2035  0 0.259937 0.3074 0 0 0 0 0 
2036  0 0.259937 0.3074 0 0 0 0 0 

Total_Biomassgoa_wp
Year B100 Babc Bofl LowCI_Biom Median_Biom Mean_Biom UpperCI_Biom Stdev_Biom 
2023 2.9656e+06 2.16947e+06 2.09604e+06 1.48226e+06 1.48226e+06 1.48226e+06 1.48226e+06 3.0268e-09 
2024 2.9656e+06 2.16947e+06 2.09604e+06 1.1781e+06 1.24635e+06 1.69237e+06 3.58452e+06 1.9437e+06 
2025 2.9656e+06 2.16947e+06 2.09604e+06 949617 1.12487e+06 1.70564e+06 4.11222e+06 2.08571e+06 
2026 2.9656e+06 2.16947e+06 2.09604e+06 797379 1.11305e+06 1.99643e+06 5.49267e+06 2.90383e+06 
2027 2.9656e+06 2.16947e+06 2.09604e+06 693947 1.16592e+06 2.15508e+06 7.11109e+06 2.87701e+06 
2028 2.9656e+06 2.16947e+06 2.09604e+06 601715 1.2282e+06 2.41822e+06 7.96533e+06 3.57657e+06 
2029 2.9656e+06 2.16947e+06 2.09604e+06 530797 1.25053e+06 2.35991e+06 7.85828e+06 3.13557e+06 
2030 2.9656e+06 2.16947e+06 2.09604e+06 492689 1.37475e+06 2.55347e+06 8.72397e+06 3.43267e+06 
2031 2.9656e+06 2.16947e+06 2.09604e+06 468818 1.42052e+06 2.65409e+06 8.76652e+06 3.50409e+06 
2032 2.9656e+06 2.16947e+06 2.09604e+06 451419 1.55413e+06 2.67862e+06 8.7244e+06 3.25523e+06 
2033 2.9656e+06 2.16947e+06 2.09604e+06 448991 1.53988e+06 2.68922e+06 8.92005e+06 3.34634e+06 
2034 2.9656e+06 2.16947e+06 2.09604e+06 424826 1.58943e+06 2.78142e+06 9.81748e+06 3.83171e+06 
2035 2.9656e+06 2.16947e+06 2.09604e+06 424647 1.61274e+06 2.83264e+06 9.54693e+06 3.7839e+06 
2036 2.9656e+06 2.16947e+06 2.09604e+06 426267 1.59297e+06 2.85482e+06 9.74826e+06 3.81816e+06 
Alternative 6 Alternative  Stock: goa_wp
Catch goa_wp
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2023  0 225099 245148 145215 145215 145215 145215 1.74623e-09 
2024  0 225099 245148 269269 269355 269916 272296 2444.85 
2025  0 225099 245148 169877 170918 175757 195759 20735.6 
2026  0 225099 245148 78407.4 85231.4 117702 252342 139417 
2027  0 225099 245148 34049.3 51368.7 132273 475645 308966 
2028  0 225099 245148 18741 46040.9 156706 675761 337994 
2029  0 225099 245148 12333.9 52758.7 189288 744852 408340 
2030  0 225099 245148 8502.87 57792.9 209047 975973 404879 
2031  0 225099 245148 8188.51 64741.3 218899 878814 459038 
2032  0 225099 245148 8726.35 71054.4 209111 802286 376493 
2033  0 225099 245148 8274.47 76796.3 220168 915086 400758 
2034  0 225099 245148 8389.71 75883.1 222541 877454 393579 
2035  0 225099 245148 8384.51 78033.3 217338 886166 377584 
2036  0 225099 245148 8354.57 70191.4 216153 868454 389349 

Spawning_Biomass goa_wp
Year SSB100 SSBabc SSBofl LowCI_SSB Median_SSB Mean_SSB UpperCI_SSB Stdev_SSB 
2023 504652 201861 176628 293675 293675 293675 293675 2.32831e-10 
