Stock Alt Year Catch ABC OFL SSB TotBiom
GOA_ATF 1 2006 15770 178309 208226 1.17296e+06 2.22307e+06
GOA_ATF 1 2007 187373 187373 218775 1.2544e+06 2.34693e+06
GOA_ATF 1 2008 176704 176704 206337 1.18196e+06 2.30165e+06
GOA_ATF 1 2009 168555 168555 196874 1.10575e+06 2.28408e+06
GOA_ATF 1 2010 158123 158123 184807 1.05204e+06 2.29973e+06
GOA_ATF 1 2011 155713 155713 182032 1.03665e+06 2.31781e+06
GOA_ATF 1 2012 158778 158778 185599 1.04638e+06 2.3522e+06
GOA_ATF 1 2013 162271 162271 189663 1.06228e+06 2.37448e+06
GOA_ATF 1 2014 165887 165887 193871 1.08257e+06 2.39571e+06
GOA_ATF 1 2015 165663 165663 193607 1.0849e+06 2.39755e+06
GOA_ATF 1 2016 165580 165580 193510 1.08826e+06 2.40261e+06
GOA_ATF 1 2017 165959 165959 193954 1.09287e+06 2.40544e+06
GOA_ATF 1 2018 168846 168846 197321 1.11162e+06 2.4264e+06
GOA_ATF 2 2006 15770 178309 208226 1.17296e+06 2.22307e+06
GOA_ATF 2 2007 1943.25 187373 218775 1.2544e+06 2.34693e+06
GOA_ATF 2 2008 1943.25 196495 229428 1.33125e+06 2.49865e+06
GOA_ATF 2 2009 1943.25 205897 240448 1.39607e+06 2.65684e+06
GOA_ATF 2 2010 1943.25 217976 254593 1.47163e+06 2.83111e+06
GOA_ATF 2 2011 1943.25 233445 272660 1.57269e+06 2.98835e+06
GOA_ATF 2 2012 1943.25 251230 293399 1.69581e+06 3.15262e+06
GOA_ATF 2 2013 1943.25 267927 312868 1.82315e+06 3.29861e+06
GOA_ATF 2 2014 1943.25 283648 331206 1.95506e+06 3.44132e+06
GOA_ATF 2 2015 1943.25 293034 342156 2.03936e+06 3.53155e+06
GOA_ATF 2 2016 1943.25 301252 351747 2.11589e+06 3.61465e+06
GOA_ATF 2 2017 1943.25 308589 360314 2.18565e+06 3.68649e+06
GOA_ATF 2 2018 1943.25 319468 373014 2.28809e+06 3.79601e+06
GOA_ATF 3 2006 15770 178309 208226 1.17296e+06 2.22307e+06
GOA_ATF 3 2007 16627.8 187373 218775 1.2544e+06 2.34693e+06
GOA_ATF 3 2008 17296.2 194922 227593 1.31936e+06 2.48302e+06
GOA_ATF 3 2009 17975.5 202766 236795 1.37162e+06 2.62569e+06
GOA_ATF 3 2010 18895.6 213322 249161 1.43439e+06 2.78451e+06
GOA_ATF 3 2011 20128.5 227244 265423 1.52227e+06 2.92617e+06
GOA_ATF 3 2012 21570.3 243374 284230 1.63135e+06 3.07437e+06
GOA_ATF 3 2013 22910.4 258369 301713 1.74392e+06 3.20391e+06
GOA_ATF 3 2014 24157.5 272346 318016 1.86026e+06 3.32961e+06
GOA_ATF 3 2015 24871.2 280356 327361 1.9319e+06 3.40618e+06
GOA_ATF 3 2016 25488.1 287292 335456 1.99655e+06 3.47654e+06
GOA_ATF 3 2017 26034.7 293451 342647 2.05524e+06 3.5366e+06
GOA_ATF 3 2018 26874.6 302908 353686 2.14426e+06 3.63189e+06
GOA_ATF 4 2006 15770 178309 208226 1.17296e+06 2.22307e+06
GOA_ATF 4 2007 98704.7 187373 218775 1.2544e+06 2.34693e+06
GOA_ATF 4 2008 98045.6 186148 217355 1.25311e+06 2.39577e+06
GOA_ATF 4 2009 97829.7 185850 217055 1.23977e+06 2.45704e+06
GOA_ATF 4 2010 99386.2 188906 220667 1.23979e+06 2.53945e+06
GOA_ATF 4 2011 102901 195598 228489 1.2665e+06 2.60817e+06
GOA_ATF 4 2012 107521 204192 238504 1.31325e+06 2.68458e+06
GOA_ATF 4 2013 111609 211555 247087 1.36315e+06 2.74411e+06
GOA_ATF 4 2014 115223 218071 254684 1.41598e+06 2.80039e+06
GOA_ATF 4 2015 116689 220176 257142 1.4395e+06 2.82497e+06
GOA_ATF 4 2016 117868 222019 259296 1.46055e+06 2.84863e+06
GOA_ATF 4 2017 118911 223859 261445 1.47996e+06 2.8669e+06
GOA_ATF 4 2018 121177 228206 266520 1.5203e+06 2.91058e+06
GOA_ATF 5 2006 15770 178309 208226 1.17296e+06 2.22307e+06
GOA_ATF 5 2007 0 187373 218775 1.2544e+06 2.34693e+06
GOA_ATF 5 2008 0 196703 229671 1.33282e+06 2.50072e+06
GOA_ATF 5 2009 0 206302 240921 1.39925e+06 2.66086e+06
GOA_ATF 5 2010 0 218565 255280 1.47636e+06 2.837e+06
GOA_ATF 5 2011 0 234208 273550 1.57893e+06 2.99598e+06
