
SB0 SB40 SB35 MeanRec HarMeanRec Bnow
280456 112182 98159.5 290.179 427.543 184017 
CV Recruit
0.59785 
Alternative 1 Alternative  Stock: Model_16.0b
Catch Model_16.0b
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2022  0 90158.7 97763.1 66481 66481 66481 66481 1.58616e-09 
2023  0 90158.7 97763.1 83799.9 83799.9 83799.9 83799.9 0.000153662 
2024  0 90158.7 97763.1 73494.9 73494.9 73495 73495 0.00619958 
2025  0 90158.7 97763.1 71166 78758.1 80839 96876.5 8266.72 
2026  0 90158.7 97763.1 55364.1 75043 77777.1 107224 16833.4 
2027  0 90158.7 97763.1 49254.4 77801.6 80536.7 118114 21724 
2028  0 90158.7 97763.1 48753 83719 84714.7 125866 23368.9 
2029  0 90158.7 97763.1 49057 86452.6 87345.6 125675 24848.4 
2030  0 90158.7 97763.1 49321 89352.8 88654.4 132010 25926.4 
2031  0 90158.7 97763.1 49326.5 89682.3 89114.6 133609 25988.3 
2032  0 90158.7 97763.1 48499.4 88803.5 89109 132479 26176.2 
2033  0 90158.7 97763.1 50175.8 88274.1 88865.1 134981 26513.4 
2034  0 90158.7 97763.1 51047.3 88282.6 88605 135081 26478.7 
2035  0 90158.7 97763.1 50239.5 88306 88577 135030 26341.6 
2036  0 90158.7 97763.1 51636.9 88832 88884.6 131597 26298.9 

Spawning_Biomass Model_16.0b
Year SSB100 SSBabc SSBofl LowCI_SSB Median_SSB Mean_SSB UpperCI_SSB Stdev_SSB 
2022 280456 112182 98159.5 137805 137805 137805 137805 1.74623e-09 
2023 280456 112182 98159.5 122497 122531 122541 122622 40.6215 
2024 280456 112182 98159.5 110274 110924 111122 112705 793.717 
2025 280456 112182 98159.5 98349.5 103547 105236 118623 6695.12 
2026 280456 112182 98159.5 87086 102324 106221 138493 16987.7 
2027 280456 112182 98159.5 82293.3 105040 110493 155635 23073.6 
2028 280456 112182 98159.5 81831.7 108690 113880 163130 24663.9 
2029 280456 112182 98159.5 81558.9 110176 116270 163302 26583.7 
2030 280456 112182 98159.5 82450.7 111464 117263 168514 27780 
2031 280456 112182 98159.5 82381.7 112257 117281 166820 27426.4 
2032 280456 112182 98159.5 82076.7 111044 117310 168186 27945.6 
2033 280456 112182 98159.5 82244.7 110735 117279 170753 28515.9 
2034 280456 112182 98159.5 83475.6 111307 116943 170988 28138 
2035 280456 112182 98159.5 82804.2 110655 116752 172108 28379.7 
2036 280456 112182 98159.5 83884.9 110930 117090 165508 28430.8 

Fishing_mortalityModel_16.0b
Year F0 Fabc Fofl LowCI_F Median_F Mean_F UpperCI_F Stdev_F 
2022  0 0.60874 0.762079 0.37197 0.37197 0.37197 0.37197 7.93809e-15 
2023  0 0.60874 0.762079 0.503577 0.503777 0.503755 0.503849 8.81969e-05 
2024  0 0.60874 0.762079 0.475132 0.483929 0.482975 0.48718 0.0039032 
2025  0 0.60874 0.762079 0.529208 0.559087 0.563903 0.60874 0.0262081 
2026  0 0.60874 0.762079 0.464733 0.552158 0.549328 0.60874 0.0508888 
2027  0 0.60874 0.762079 0.437378 0.567755 0.552255 0.60874 0.0604702 
2028  0 0.60874 0.762079 0.434827 0.588688 0.560896 0.60874 0.0600137 
2029  0 0.60874 0.762079 0.433385 0.597219 0.563196 0.60874 0.0596282 
2030  0 0.60874 0.762079 0.438385 0.604615 0.563517 0.60874 0.0606096 
2031  0 0.60874 0.762079 0.437839 0.60874 0.564228 0.60874 0.0615347 
2032  0 0.60874 0.762079 0.436318 0.602204 0.563868 0.60874 0.060332 
2033  0 0.60874 0.762079 0.437409 0.60043 0.562784 0.60874 0.0592291 
2034  0 0.60874 0.762079 0.444281 0.603707 0.562439 0.60874 0.0593928 
2035  0 0.60874 0.762079 0.440319 0.599959 0.563452 0.60874 0.0584495 
2036  0 0.60874 0.762079 0.446608 0.601539 0.564489 0.60874 0.0584525 

Total_BiomassModel_16.0b
Year B100 Babc Bofl LowCI_Biom Median_Biom Mean_Biom UpperCI_Biom Stdev_Biom 
2022 1.00952e+06 661143 629123 631455 631455 631455 631455 9.54606e-09 
2023 1.00952e+06 661143 629123 593268 609942 615027 656022 20433.9 
2024 1.00952e+06 661143 629123 521363 589420 606662 747824 74036.8 
2025 1.00952e+06 661143 629123 475587 598698 623219 846148 115782 
2026 1.00952e+06 661143 629123 455001 610209 635879 901036 134079 
2027 1.00952e+06 661143 629123 448273 630885 655119 913536 146637 
2028 1.00952e+06 661143 629123 454916 647260 668308 945712 156059 
2029 1.00952e+06 661143 629123 453365 651331 673907 963060 158341 
2030 1.00952e+06 661143 629123 455796 655627 676706 964844 159772 
2031 1.00952e+06 661143 629123 460586 650641 677145 971163 162772 
2032 1.00952e+06 661143 629123 459585 647540 675478 994597 162630 
2033 1.00952e+06 661143 629123 464828 650269 674184 981270 162731 
2034 1.00952e+06 661143 629123 460766 651679 674838 959593 162657 
2035 1.00952e+06 661143 629123 459223 651756 677120 959143 162095 
2036 1.00952e+06 661143 629123 456284 656115 676236 966643 158265 
Alternative 2 Alternative  Stock: Model_16.0b
Catch Model_16.0b
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2022  0 90158.7 97763.1 66481 66481 66481 66481 1.58616e-09 
2023  0 90158.7 97763.1 83799.9 83799.9 83799.9 83799.9 0.000153662 
2024  0 90158.7 97763.1 73494.9 73494.9 73495 73495 0.00619958 
2025  0 90158.7 97763.1 71166 78758.1 80839 96876.5 8266.72 
2026  0 90158.7 97763.1 55364.1 75043 77777.1 107224 16833.4 
2027  0 90158.7 97763.1 49254.4 77801.6 80536.7 118114 21724 
2028  0 90158.7 97763.1 48753 83719 84714.7 125866 23368.9 
2029  0 90158.7 97763.1 49057 86452.6 87345.6 125675 24848.4 
2030  0 90158.7 97763.1 49321 89352.8 88654.4 132010 25926.4 
2031  0 90158.7 97763.1 49326.5 89682.3 89114.6 133609 25988.3 
2032  0 90158.7 97763.1 48499.4 88803.5 89109 132479 26176.2 
2033  0 90158.7 97763.1 50175.8 88274.1 88865.1 134981 26513.4 
2034  0 90158.7 97763.1 51047.3 88282.6 88605 135081 26478.7 
2035  0 90158.7 97763.1 50239.5 88306 88577 135030 26341.6 
2036  0 90158.7 97763.1 51636.9 88832 88884.6 131597 26298.9 

Spawning_Biomass Model_16.0b
Year SSB100 SSBabc SSBofl LowCI_SSB Median_SSB Mean_SSB UpperCI_SSB Stdev_SSB 
2022 280456 112182 98159.5 137805 137805 137805 137805 1.74623e-09 
2023 280456 112182 98159.5 122497 122531 122541 122622 40.6215 
2024 280456 112182 98159.5 110274 110924 111122 112705 793.717 
2025 280456 112182 98159.5 98349.5 103547 105236 118623 6695.12 
2026 280456 112182 98159.5 87086 102324 106221 138493 16987.7 
2027 280456 112182 98159.5 82293.3 105040 110493 155635 23073.6 
2028 280456 112182 98159.5 81831.7 108690 113880 163130 24663.9 
2029 280456 112182 98159.5 81558.9 110176 116270 163302 26583.7 
2030 280456 112182 98159.5 82450.7 111464 117263 168514 27780 
