Stock Alt Year Catch ABC OFL SSB TotBiom
Model_16.0b 1 2023 83799.9 98588.3 118787 122541 615027
Model_16.0b 1 2024 73495 86464.1 101188 111122 606662
Model_16.0b 1 2025 80839 80839 95229.6 105236 623219
Model_16.0b 1 2026 77777.1 77777.1 92491.4 106221 635879
Model_16.0b 1 2027 80536.7 80536.7 96193 110493 655119
Model_16.0b 1 2028 84714.7 84714.7 101278 113880 668308
Model_16.0b 1 2029 87345.6 87345.6 104498 116270 673907
Model_16.0b 1 2030 88654.4 88654.4 106073 117263 676706
Model_16.0b 1 2031 89114.6 89114.6 106625 117281 677145
Model_16.0b 1 2032 89109 89109 106561 117310 675478
Model_16.0b 1 2033 88865.1 88865.1 106268 117279 674184
Model_16.0b 1 2034 88605 88605 105985 116943 674838
Model_16.0b 1 2035 88577 88577 105913 116752 677120
Model_16.0b 1 2036 88884.6 88884.6 106282 117090 676236
Model_16.0b 2 2023 83799.9 98588.3 118787 122541 615027
Model_16.0b 2 2024 73495 86464.1 101188 111122 606662
Model_16.0b 2 2025 80839 80839 95229.6 105236 623219
Model_16.0b 2 2026 77777.1 77777.1 92491.4 106221 635879
Model_16.0b 2 2027 80536.7 80536.7 96193 110493 655119
Model_16.0b 2 2028 84714.7 84714.7 101278 113880 668308
Model_16.0b 2 2029 87345.6 87345.6 104498 116270 673907
Model_16.0b 2 2030 88654.4 88654.4 106073 117263 676706
Model_16.0b 2 2031 89114.6 89114.6 106625 117281 677145
Model_16.0b 2 2032 89109 89109 106561 117310 675478
Model_16.0b 2 2033 88865.1 88865.1 106268 117279 674184
Model_16.0b 2 2034 88605 88605 105985 116943 674838
Model_16.0b 2 2035 88577 88577 105913 116752 677120
Model_16.0b 2 2036 88884.6 88884.6 106282 117090 676236
Model_16.0b 3 2023 83799.9 98588.3 118787 122541 615027
Model_16.0b 3 2024 73495 86464.1 101188 111122 606662
Model_16.0b 3 2025 68344.2 80839 95229.6 108351 623219
Model_16.0b 3 2026 69221 81957.7 97490.8 112436 647097
Model_16.0b 3 2027 72154.2 86261.3 103139 118834 671754
Model_16.0b 3 2028 75774.3 91776.5 109884 123992 688996
Model_16.0b 3 2029 78666.5 95717.8 114677 127796 698241
Model_16.0b 3 2030 80417 97920.9 117310 129771 703659
Model_16.0b 3 2031 81152.4 98951 118578 130390 705684
Model_16.0b 3 2032 81426.3 99362.6 119018 130740 704965
Model_16.0b 3 2033 81470.7 99350.2 118970 130856 704157
Model_16.0b 3 2034 81307.9 99083.2 118660 130545 704901
Model_16.0b 3 2035 81190.1 99035.9 118598 130365 707148
Model_16.0b 3 2036 81341.3 99369.1 119028 130744 706319
Model_16.0b 4 2023 83799.9 98588.3 118787 122541 615027
Model_16.0b 4 2024 73495 86464.1 101188 111122 606662
Model_16.0b 4 2025 21003.3 80839 95229.6 119949 623219
Model_16.0b 4 2026 24298 97897.5 116802 139833 689852
Model_16.0b 4 2027 27524.6 111949 134360 159044 746148
Model_16.0b 4 2028 30646.8 124703 149899 174592 787778
Model_16.0b 4 2029 33192.6 134763 161954 186748 816146
Model_16.0b 4 2030 35022.6 141870 170413 195257 836518
Model_16.0b 4 2031 36130.5 146239 175606 200665 849655
Model_16.0b 4 2032 36748.2 148726 178615 204382 856897
