Alternative Spp Yr  ABC OFL Catch SSB F Tot_biom SPR_Implied Ntot SexRatio
1 bsai_akp 2021 33028.7 39688.1 15862 143363 0.0651529 429307 0.601753 418544 0.493399
1 bsai_akp 2022 32786.6 39413.1 11253 143424 0.0462462 438573 0.683972 440478 0.494111
1 bsai_akp 2023 34020.6 40912.2 18054 149674 0.0723425 452083 0.574976 481198 0.495025
1 bsai_akp 2024 35417 42602 18054 157877 0.069451 459086 0.585484 521678 0.495322
1 bsai_akp 2025 37383.6 44968.4 37383.6 166193 0.140028 465010 0.4 560216 0.495231
1 bsai_akp 2026 37351.5 44925.4 37351.5 166717 0.140028 446314 0.4 562844 0.493409
1 bsai_akp 2027 36989.3 44480.8 36989.3 165068 0.140028 439338 0.4 550679 0.491408
1 bsai_akp 2028 36074.2 43370.5 36074.2 160258 0.140028 428854 0.4 528505 0.489514
1 bsai_akp 2029 34707.5 41721.5 34707.5 152989 0.140028 417252 0.4 500893 0.488047
1 bsai_akp 2030 33227.1 39942.4 33227.1 145553 0.140028 410778 0.4 477417 0.487381
1 bsai_akp 2031 31968.7 38434.5 31968.7 139775 0.140028 411641 0.4 463449 0.487476
1 bsai_akp 2032 31108.8 37407.7 31108.8 136063 0.140028 407256 0.4 459963 0.488013
1 bsai_akp 2033 30699.2 36921.5 30699.2 134802 0.140028 407001 0.4 462552 0.488591
1 bsai_akp 2034 30598.6 36803.4 30598.6 135032 0.140028 402587 0.4 467733 0.488888
1 bsai_akp 2021 33028.7 39688.1 15862 143363 0.0651529 429307 0.601753 418544 0.493399
1 bsai_akp 2022 32808.7 39439.9 11253 143425 0.0462157 449654 0.684121 440478 0.494111
1 bsai_akp 2023 34086.3 40992.1 18054 149781 0.0722026 473665 0.575477 484122 0.495056
1 bsai_akp 2024 35575.5 42794.7 18054 158311 0.0691408 488018 0.586632 528966 0.495393
1 bsai_akp 2025 37750.7 45414.4 37750.7 167506 0.140028 501682 0.4 574441 0.495372
1 bsai_akp 2026 38125.7 45865.5 38125.7 170080 0.140028 490201 0.4 588958 0.493766
1 bsai_akp 2027 38462 46266.3 38462 171993 0.140028 476419 0.4 594482 0.492157
1 bsai_akp 2028 38525.9 46336 38525.9 172346 0.140028 461212 0.4 589418 0.490646
1 bsai_akp 2029 38113.6 45830.6 38113.6 170096 0.140028 439583 0.4 572559 0.489185
1 bsai_akp 2030 37159.5 44674.5 37159.5 164988 0.140028 422765 0.4 545067 0.487833
1 bsai_akp 2031 35748.6 42971.7 35748.6 157823 0.140028 403657 0.4 513974 0.486796
1 bsai_akp 2032 34063 40941.7 34063 149568 0.140028 382976 0.4 481816 0.486111
1 bsai_akp 2033 32289.8 38809.3 32289.8 141120 0.140028 364621 0.4 451817 0.485777
1 bsai_akp 2034 30574.9 36748.8 30574.9 133342 0.140028 350336 0.4 426011 0.485738
1 bsai_akp 2021 33028.7 39688.1 15862 143363 0.0651529 429307 0.601753 418544 0.493399
1 bsai_akp 2022 32787.9 39414.6 11253 143424 0.0462444 439226 0.683981 440478 0.494111
1 bsai_akp 2023 34034.5 40929 18054 149681 0.0723129 458369 0.575082 481371 0.495027
1 bsai_akp 2024 35449.8 42641.9 18054 157951 0.0693867 467300 0.585722 523433 0.495339
1 bsai_akp 2025 37466 45068.5 37466 166432 0.140028 478099 0.4 563493 0.495264
1 bsai_akp 2026 37563.3 45182.8 37563.3 167408 0.140028 477872 0.4 569727 0.493504
1 bsai_akp 2027 37419.9 45003.7 37419.9 166876 0.140028 470816 0.4 566970 0.491695
1 bsai_akp 2028 36898.6 44370 36898.6 163913 0.140028 462575 0.4 553756 0.490061
1 bsai_akp 2029 36110.4 43419.4 36110.4 159651 0.140028 453758 0.4 538511 0.488922
1 bsai_akp 2030 35340.2 42495.6 35340.2 155858 0.140028 450137 0.4 527620 0.488474
1 bsai_akp 2031 34806.2 41858.2 34806.2 153486 0.140028 438325 0.4 524586 0.488578
1 bsai_akp 2032 34528 41525.9 34528 152775 0.140028 434260 0.4 522434 0.488681
1 bsai_akp 2033 34245.2 41183 34245.2 151750 0.140028 427409 0.4 517187 0.488414
1 bsai_akp 2034 33748.3 40581.4 33748.3 149319 0.140028 416866 0.4 505810 0.487854
1 bsai_akp 2021 33028.7 39688.1 15862 143363 0.0651529 429307 0.601753 418544 0.493399
1 bsai_akp 2022 32793.2 39421.1 11253 143424 0.0462371 441876 0.684016 440478 0.494111
1 bsai_akp 2023 34051.9 40950.3 18054 149707 0.0722757 464421 0.575215 482070 0.495035
