Stock Alt Year Catch ABC OFL SSB TotBiom
projection_data.dat 1 2023 1.90797 39.492 48.1758 94.0954 302.433
projection_data.dat 1 2024 1.90797 40.2955 49.1646 96.121 315.762
projection_data.dat 1 2025 41.2381 41.2381 50.309 98.3686 333.022
projection_data.dat 1 2026 34.4917 34.4917 42.1054 82.2332 315.645
projection_data.dat 1 2027 28.6972 28.6972 35.1248 71.4086 310.721
projection_data.dat 1 2028 25.1766 25.1766 30.9166 66.4207 314.198
projection_data.dat 1 2029 25.1323 25.1323 30.8975 66.4234 322.551
projection_data.dat 1 2030 26.5866 26.5866 32.6761 68.8678 330.275
projection_data.dat 1 2031 28.2119 28.2119 34.6497 71.766 336.08
projection_data.dat 1 2032 29.4199 29.4199 36.1134 74.1301 339.11
projection_data.dat 1 2033 30.1924 30.1924 37.0479 75.7536 340.432
projection_data.dat 1 2034 30.599 30.599 37.538 76.72 341.13
projection_data.dat 1 2035 30.7806 30.7806 37.7553 77.1863 341.355
projection_data.dat 1 2036 30.7768 30.7768 37.7486 77.3062 341.89
projection_data.dat 2 2023 1.90797 39.492 48.1758 94.0954 302.433
projection_data.dat 2 2024 1.90797 40.2955 49.1646 96.121 315.762
projection_data.dat 2 2025 41.2381 41.2381 50.309 98.3686 333.022
projection_data.dat 2 2026 34.4917 34.4917 42.1054 82.2332 315.645
projection_data.dat 2 2027 28.6972 28.6972 35.1248 71.4086 310.721
projection_data.dat 2 2028 25.1766 25.1766 30.9166 66.4207 314.198
projection_data.dat 2 2029 25.1323 25.1323 30.8975 66.4234 322.551
projection_data.dat 2 2030 26.5866 26.5866 32.6761 68.8678 330.275
projection_data.dat 2 2031 28.2119 28.2119 34.6497 71.766 336.08
projection_data.dat 2 2032 29.4199 29.4199 36.1134 74.1301 339.11
projection_data.dat 2 2033 30.1924 30.1924 37.0479 75.7536 340.432
projection_data.dat 2 2034 30.599 30.599 37.538 76.72 341.13
projection_data.dat 2 2035 30.7806 30.7806 37.7553 77.1863 341.355
projection_data.dat 2 2036 30.7768 30.7768 37.7486 77.3062 341.89
projection_data.dat 3 2023 1.90797 39.492 48.1758 94.0954 302.433
projection_data.dat 3 2024 1.90797 40.2955 49.1646 96.121 315.762
projection_data.dat 3 2025 1.87849 41.2381 50.309 98.3686 333.022
projection_data.dat 3 2026 1.92489 42.2323 51.515 100.575 352.78
projection_data.dat 3 2027 1.9761 43.3979 52.9517 103.091 373.824
projection_data.dat 3 2028 2.04851 45.1059 55.0735 106.884 394.34
projection_data.dat 3 2029 2.15997 47.6634 58.2276 112.508 414.064
projection_data.dat 3 2030 2.30796 50.9385 62.2302 119.58 431.482
projection_data.dat 3 2031 2.46758 54.3987 66.4374 127.219 446.909
projection_data.dat 3 2032 2.61521 57.5759 70.2933 134.649 459.622
projection_data.dat 3 2033 2.74244 60.3068 73.6057 141.403 470.251
projection_data.dat 3 2034 2.8489 62.5865 76.3693 147.267 479.492
projection_data.dat 3 2035 2.93566 64.4409 78.6161 152.188 487.237
projection_data.dat 3 2036 3.00482 65.9191 80.4067 156.212 494.191
projection_data.dat 4 2023 1.90797 39.492 48.1758 94.0954 302.433
projection_data.dat 4 2024 1.90797 40.2955 49.1646 96.121 315.762
projection_data.dat 4 2025 9.6921 41.2381 50.309 98.3686 333.022
projection_data.dat 4 2026 9.56222 40.6836 49.6326 96.9049 345.393
projection_data.dat 4 2027 9.50433 40.4916 49.4208 96.1691 360.192
projection_data.dat 4 2028 9.61071 41.0578 50.156 97.1666 375.43
projection_data.dat 4 2029 9.95952 42.6432 52.1287 100.404 390.591
projection_data.dat 4 2030 10.5104 45.0128 55.0311 105.345 403.879
projection_data.dat 4 2031 11.1212 47.5622 58.1332 110.947 415.397
projection_data.dat 4 2032 11.6737 49.8506 60.9114 116.358 424.356
projection_data.dat 4 2033 12.1309 51.7503 63.2155 121.127 431.422
projection_data.dat 4 2034 12.4945 53.2643 65.0501 125.091 437.348
projection_data.dat 4 2035 12.7725 54.4237 66.4537 128.237 442.067
projection_data.dat 4 2036 12.9778 55.2771 67.4864 130.642 446.312
projection_data.dat 5 2023 1.90797 39.492 48.1758 94.0954 302.433
projection_data.dat 5 2024 1.90797 40.2955 49.1646 96.121 315.762
projection_data.dat 5 2025 0 41.2381 50.309 98.3686 333.022
projection_data.dat 5 2026 0 42.6055 51.9685 101.459 354.557
projection_data.dat 5 2027 0 44.1166 53.8248 104.803 377.185
projection_data.dat 5 2028 0 46.1318 56.3197 109.348 399.112
projection_data.dat 5 2029 0 48.9641 59.8076 115.649 420.111
projection_data.dat 5 2030 0 52.5011 64.1285 123.347 438.722
projection_data.dat 5 2031 0 56.223 68.6532 131.598 455.303
projection_data.dat 5 2032 0 59.6599 72.8243 139.641 469.144
projection_data.dat 5 2033 0 62.6438 76.4435 147.005 480.865
projection_data.dat 5 2034 0 65.164 79.4988 153.463 491.144
projection_data.dat 5 2035 0 67.2425 82.0175 158.95 499.858
projection_data.dat 5 2036 0 68.9259 84.057 163.501 507.7
projection_data.dat 6 2023 48.1757 39.492 48.1758 94.0954 302.433
projection_data.dat 6 2024 38.2041 31.2798 38.2041 74.5857 272.15
projection_data.dat 6 2025 27.1641 22.1298 27.1641 62.2836 260.78
projection_data.dat 6 2026 22.5785 18.3467 22.5785 56.5314 266.136
projection_data.dat 6 2027 21.2138 17.2101 21.2138 54.3743 279.226
projection_data.dat 6 2028 22.3165 18.0931 22.3165 55.2787 294.281
projection_data.dat 6 2029 25.0593 20.328 25.0593 58.4945 308.273
projection_data.dat 6 2030 28.1425 22.8564 28.1425 62.4748 318.119
projection_data.dat 6 2031 30.5186 24.8122 30.5186 65.8323 324.075
projection_data.dat 6 2032 31.9674 26.0075 31.9674 68.0741 326.403
projection_data.dat 6 2033 32.6888 26.6041 32.6888 69.3373 326.807
projection_data.dat 6 2034 32.9563 26.827 32.9563 69.9205 326.713
projection_data.dat 6 2035 32.9587 26.8311 32.9587 70.0699 326.364
projection_data.dat 6 2036 32.8418 26.7364 32.8418 69.9773 326.567
projection_data.dat 7 2023 39.492 39.492 48.1758 94.0954 302.433
projection_data.dat 7 2024 32.9517 32.9517 40.237 78.575 280.314
projection_data.dat 7 2025 32.3912 26.4538 32.3912 68.1997 272.872
projection_data.dat 7 2026 24.9516 20.3014 24.9516 59.511 271.738
projection_data.dat 7 2027 22.3613 18.1535 22.3613 55.9002 281.785
projection_data.dat 7 2028 22.857 18.5374 22.857 56.0282 295.334
projection_data.dat 7 2029 25.2844 20.5133 25.2844 58.8268 308.604
projection_data.dat 7 2030 28.2091 22.9115 28.2091 62.5922 318.142
projection_data.dat 7 2031 30.519 24.8127 30.519 65.852 324
projection_data.dat 7 2032 31.9482 25.9918 31.9482 68.0588 326.319
projection_data.dat 7 2033 32.6694 26.5881 32.6694 69.3156 326.744
projection_data.dat 7 2034 32.9423 26.8154 32.9423 69.9028 326.673
projection_data.dat 7 2035 32.9499 26.8238 32.9499 70.0581 326.341
projection_data.dat 7 2036 32.8369 26.7324 32.8369 69.9704 326.555
