
SB0 SB40 SB35 MeanRec HarMeanRec Bnow
14.7763 5.91051 5.1717 0.000620449 0.0010938 8.87677 
CV Recruit
0.366724 
Alternative 1 Alternative  Stock: Model_1_goa_re_2021.dat
Catch Model_1_goa_re_2021.dat
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2022  0 0.574153 0.615453 2.022 2.022 2.022 2.022 3.5083e-14 
2023  0 0.574153 0.615453 2.023 2.023 2.023 2.023 1.83566e-12 
2024  0 0.574153 0.615453 2.024 2.024 2.024 2.024 1.77958e-11 
2025  0 0.574153 0.615453 0 0 0 0 0 
2026  0 0.574153 0.615453 0.624134 0.624169 0.624173 0.624226 2.94635e-05 
2027  0 0.574153 0.615453 0.630613 0.630725 0.630738 0.630904 9.36348e-05 
2028  0 0.574153 0.615453 0.615527 0.61583 0.615866 0.616307 0.000251106 
2029  0 0.574153 0.615453 0.600927 0.601598 0.601669 0.602614 0.000543466 
2030  0 0.574153 0.615453 0.589856 0.591016 0.591117 0.592654 0.000898866 
2031  0 0.574153 0.615453 0.580955 0.582542 0.582698 0.58484 0.00121429 
2032  0 0.574153 0.615453 0.573019 0.575028 0.575195 0.577866 0.00149485 
2033  0 0.574153 0.615453 0.567028 0.569441 0.569624 0.572722 0.00178054 
2034  0 0.574153 0.615453 0.562485 0.565578 0.565768 0.569573 0.0022587 
2035  0 0.574153 0.615453 0.553764 0.562843 0.562178 0.569957 0.00508388 
2036  0 0.574153 0.615453 0.53943 0.55765 0.558603 0.581424 0.0136586 

Spawning_Biomass Model_1_goa_re_2021.dat
Year SSB100 SSBabc SSBofl LowCI_SSB Median_SSB Mean_SSB UpperCI_SSB Stdev_SSB 
2022 14.7763 5.91051 5.1717 8.3975 8.3975 8.3975 8.3975 1.38556e-13 
2023 14.7763 5.91051 5.1717 7.68781 7.68781 7.68781 7.68781 1.92906e-07 
2024 14.7763 5.91051 5.1717 6.98524 6.98524 6.98524 6.98524 1.50856e-06 
2025 14.7763 5.91051 5.1717 6.63667 6.63667 6.63667 6.63668 2.84704e-06 
2026 14.7763 5.91051 5.1717 6.66936 6.66937 6.66937 6.66937 2.80216e-06 
2027 14.7763 5.91051 5.1717 6.56785 6.56792 6.56793 6.56804 5.99872e-05 
2028 14.7763 5.91051 5.1717 6.46923 6.46942 6.46944 6.46971 0.000152562 
2029 14.7763 5.91051 5.1717 6.37199 6.37244 6.37249 6.37313 0.000362718 
2030 14.7763 5.91051 5.1717 6.27644 6.27762 6.27776 6.27954 0.00100245 
2031 14.7763 5.91051 5.1717 6.18365 6.18671 6.18708 6.1916 0.00257801 
2032 14.7763 5.91051 5.1717 6.09764 6.10453 6.10524 6.11521 0.00566017 
2033 14.7763 5.91051 5.1717 6.01214 6.02621 6.02755 6.04757 0.0114249 
2034 14.7763 5.91051 5.1717 5.93581 5.96172 5.96416 5.99977 0.0209069 
