Stock Alt Sim Yr  SSB Rec Tot_biom SPR_Implied F Ntot Catch ABC OFL AvgAge AvgAgeTot SexRatio
M16.2 2 21 2023 137.449 1.3172 663.079 0.449608 0.254448 0.549184 67.456 67.456 88.5635 4.40158 2.38552 0.5
M16.2 2 21 2024 133.802 0.483199 739.296 0.458393 0.247274 0.56004 79.5391 79.5391 104.724 4.07049 2.81616 0.5
M16.2 2 21 2025 149.793 1.58277 810.104 0.421593 0.278744 0.651984 97.1026 97.1026 119.934 4.01636 2.37641 0.5
M16.2 2 21 2026 160.968 1.08861 868.217 0.4 0.299118 0.708932 118.765 118.765 137.727 4.08965 2.49352 0.5
M16.2 2 21 2027 170.575 0.635779 933.242 0.4 0.299118 0.756648 115.505 115.505 133.817 3.97548 2.83615 0.5
M16.2 2 21 2028 175.383 0.604613 982.679 0.4 0.299118 0.784359 134.651 134.651 156.111 3.91252 3.05535 0.5
M16.2 2 21 2029 196.199 0.418809 953.614 0.4 0.299118 0.871113 146.217 146.217 169.404 4.37899 3.314 0.5
M16.2 2 21 2030 199.874 0.940617 845.504 0.4 0.299118 0.845103 129.602 129.602 150.157 4.77435 2.85843 0.5
M16.2 2 21 2031 178.266 0.223664 751.96 0.4 0.299118 0.737018 114.002 114.002 131.996 4.94491 3.32207 0.5
M16.2 2 21 2032 156.471 0.91701 688.773 0.407465 0.291898 0.630523 94.487 94.487 111.829 4.7246 2.76622 0.5
M16.2 2 22 2019 172.699 1.27626 671.538 0.571974 0.169251 0.636921 55 93.0461 107.887 5.22693 2.57095 0.5
M16.2 2 22 2020 164.884 0.107397 693.472 0.567636 0.171817 0.614042 55 89.8256 106.171 5.04038 3.31172 0.5
M16.2 2 22 2021 152.972 0.528248 728.788 0.414777 0.285009 0.605995 87.0467 87.0467 105.393 4.50311 3.22724 0.5
M16.2 2 22 2022 149.607 0.292985 695.181 0.421991 0.278382 0.614173 99.675 99.675 123.343 4.66003 3.4623 0.5
M16.2 2 22 2023 154.501 0.391677 613.833 0.411558 0.28802 0.626071 88.0158 88.0158 105.497 5.17764 3.33577 0.5
M16.2 2 22 2024 135.014 0.291877 526.583 0.455456 0.24965 0.523206 66.0967 66.0967 86.7927 5.19883 3.4026 0.5
M16.2 2 22 2025 120.66 0.905115 475.246 0.492191 0.221403 0.460379 54.5158 54.5158 71.8715 5.20631 2.53968 0.5
M16.2 2 22 2026 112.08 0.810855 471.76 0.516144 0.204553 0.416428 44.7807 44.7807 59.5325 4.97639 2.44229 0.5
M16.2 2 22 2027 105.711 0.213997 527.562 0.535013 0.192042 0.405785 39.035 39.035 52.1496 4.35504 3.03833 0.5
M16.2 2 22 2028 109.445 0.457838 590.066 0.523826 0.199383 0.449256 51.9013 51.9013 69.2544 4.05754 3.10289 0.5
M16.2 2 22 2029 129.607 0.562352 601.364 0.468809 0.239018 0.5491 75.145 75.145 99.0279 4.5561 2.9505 0.5
M16.2 2 22 2030 137.525 1.05481 563.004 0.449437 0.25459 0.560276 70.4581 70.4581 92.3492 4.90091 2.42828 0.5
M16.2 2 22 2031 123.318 0.794013 565.969 0.485082 0.22663 0.4928 58.297 58.297 76.8063 4.56457 2.50681 0.5
M16.2 2 22 2032 119.026 0.365854 640.647 0.496633 0.218192 0.485035 58.728 58.728 77.5888 4.05654 2.95127 0.5
M16.2 2 23 2019 172.699 0.393492 671.538 0.571974 0.169251 0.636921 55 93.0461 107.887 5.26474 3.4127 0.5
M16.2 2 23 2020 164.796 0.407957 643.075 0.567505 0.171895 0.609628 55 89.7457 106.123 5.23331 3.41654 0.5
M16.2 2 23 2021 151.544 0.547159 610.316 0.41782 0.282194 0.583283 84.6697 84.6697 103.394 5.2297 3.0981 0.5
M16.2 2 23 2022 135.804 0.836687 550.097 0.453541 0.251212 0.516168 65.7821 65.7821 86.4158 5.16493 2.6417 0.5
M16.2 2 23 2023 123.566 0.418214 546.875 0.484395 0.227141 0.470726 54.5383 54.5383 72.1123 4.83217 2.90166 0.5
M16.2 2 23 2024 118.084 0.850204 575.947 0.499188 0.216363 0.46525 53.539 53.539 71.0245 4.39855 2.6375 0.5
M16.2 2 23 2025 124.705 0.678503 617.145 0.4814 0.22938 0.51029 66.2791 66.2791 87.6296 4.38034 2.6998 0.5
M16.2 2 23 2026 133.88 0.397291 649.585 0.458208 0.247423 0.555723 70.8266 70.8266 93.1153 4.38048 3.01364 0.5
M16.2 2 23 2027 135.056 0.668224 659.273 0.455356 0.249732 0.565681 77.7989 77.7989 102.179 4.31436 2.87862 0.5
M16.2 2 23 2028 141.339 0.224336 649.623 0.440517 0.262089 0.594532 86.3271 86.3271 112.663 4.59468 3.31604 0.5
M16.2 2 23 2029 140.809 0.374891 605.117 0.441738 0.261049 0.573941 76.9342 76.9342 100.569 4.73366 3.31033 0.5
M16.2 2 23 2030 132.102 0.501439 547.391 0.462593 0.243912 0.529345 70.9013 70.9013 93.0796 4.9169 3.04966 0.5
M16.2 2 23 2031 126.246 1.28802 500.796 0.477414 0.232392 0.492517 59.0713 59.0713 77.7211 5.1079 2.2458 0.5
M16.2 2 23 2032 114.478 0.726199 526.143 0.509283 0.209265 0.437811 46.6052 46.6052 61.8484 4.64929 2.46988 0.5
M16.2 2 24 2019 172.699 1.13866 671.538 0.571974 0.169251 0.636921 55 93.0461 107.887 5.23279 2.6613 0.5
M16.2 2 24 2020 164.87 1.00758 685.616 0.567615 0.17183 0.613353 55 89.8132 106.164 5.03388 2.59111 0.5
M16.2 2 24 2021 152.821 1.24854 759.036 0.415098 0.284711 0.606722 86.7503 86.7503 105.128 4.40523 2.4579 0.5
M16.2 2 24 2022 148.928 0.842306 844.529 0.423469 0.277045 0.62581 96.5306 96.5306 120.011 4.00152 2.66967 0.5
M16.2 2 24 2023 165.134 0.617705 926.132 0.4 0.299118 0.726774 118.117 118.117 136.974 3.97774 2.93789 0.5
M16.2 2 24 2024 181.228 0.344232 935.273 0.4 0.299118 0.802663 132.264 132.264 153.357 4.19191 3.3335 0.5
M16.2 2 24 2025 191.386 0.374304 863.422 0.4 0.299118 0.830259 133.258 133.258 154.38 4.60272 3.48871 0.5
M16.2 2 24 2026 182.994 0.687649 738.657 0.4 0.299118 0.761192 118.973 118.973 137.781 5.0129 3.04601 0.5
M16.2 2 24 2027 159.706 0.484279 631.67 0.400858 0.298278 0.639198 96.5987 96.5987 112.106 5.21261 3.01782 0.5
M16.2 2 24 2028 135.703 0.867758 576.018 0.453803 0.250997 0.52132 66.9646 66.9646 87.7226 4.88421 2.63142 0.5
M16.2 2 24 2029 124.731 0.523552 587.532 0.481339 0.229426 0.487207 61.4188 61.4188 81.1197 4.59569 2.82154 0.5
M16.2 2 24 2030 127.321 0.333563 620.387 0.474615 0.234528 0.512239 62.4676 62.4676 82.5104 4.41964 3.15777 0.5
M16.2 2 24 2031 131.502 0.40955 626.104 0.464059 0.24275 0.543134 72.7822 72.7822 95.9372 4.46107 3.2245 0.5
M16.2 2 24 2032 138.552 1.0514 591.616 0.447009 0.25661 0.571798 78.6248 78.6248 102.972 4.82265 2.51262 0.5
M16.2 2 25 2019 172.699 0.574082 671.538 0.571974 0.169251 0.636921 55 93.0461 107.887 5.25696 3.17436 0.5
M16.2 2 25 2020 164.814 0.559628 653.385 0.567531 0.171879 0.610531 55 89.7621 106.133 5.18324 3.11379 0.5
M16.2 2 25 2021 151.854 0.603443 646.721 0.417157 0.282805 0.588995 85.1723 85.1723 103.815 5.00295 2.96163 0.5
M16.2 2 25 2022 139.006 0.614308 615.939 0.445929 0.257513 0.542346 72.8707 72.8707 95.6144 4.80985 2.87854 0.5
M16.2 2 25 2023 133.736 0.648433 610.404 0.458556 0.247142 0.529841 68.7792 68.7792 90.4892 4.66172 2.81191 0.5
M16.2 2 25 2024 131.727 1.24252 617.088 0.463504 0.243189 0.531652 68.6474 68.6474 90.378 4.52574 2.38034 0.5
M16.2 2 25 2025 132.896 0.517427 665.233 0.460621 0.245485 0.545588 71.3657 71.3657 93.8435 4.3517 2.74491 0.5
M16.2 2 25 2026 135.733 0.383653 728.227 0.453718 0.251067 0.571302 76.1467 76.1467 100.007 4.03704 3.11124 0.5
M16.2 2 25 2027 146.38 0.822985 748.129 0.429087 0.272022 0.635003 101.064 101.064 127.673 4.21161 2.82891 0.5
M16.2 2 25 2028 159.68 2.07506 711.278 0.400911 0.298226 0.684468 107.099 107.099 124.414 4.64721 2.07747 0.5
M16.2 2 25 2029 149.317 0.772526 748.7 0.422633 0.277801 0.621502 84.5418 84.5418 104.675 4.30668 2.483 0.5
M16.2 2 25 2030 139.497 0.607579 892.231 0.444798 0.258463 0.605903 84.5578 84.5578 110.637 3.52049 2.87107 0.5
M16.2 2 25 2031 164.581 0.714067 1002.77 0.4 0.299118 0.759697 143.158 143.158 166.035 3.77351 2.99111 0.5
M16.2 2 25 2032 205.632 0.78641 959.638 0.4 0.299118 0.914765 145.497 145.497 168.641 4.47348 2.94223 0.5
M16.2 2 26 2019 172.699 1.11892 671.538 0.571974 0.169251 0.636921 55 93.0461 107.887 5.23363 2.67512 0.5
M16.2 2 26 2020 164.869 0.325068 684.489 0.567612 0.171831 0.613255 55 89.8114 106.163 5.06681 3.13699 0.5
M16.2 2 26 2021 152.731 0.738337 717.039 0.415288 0.284534 0.602768 86.6354 86.6354 105.046 4.57331 2.91967 0.5
M16.2 2 26 2022 147.453 0.671116 706.319 0.426705 0.27414 0.602225 93.7676 93.7676 117.659 4.54695 2.86747 0.5
M16.2 2 26 2023 152.172 0.384831 685.826 0.416479 0.283431 0.625657 88.9368 88.9368 108.195 4.70816 3.11802 0.5
M16.2 2 26 2024 142.694 0.24798 654.214 0.437393 0.264766 0.582205 80.789 80.789 104.588 4.57558 3.46279 0.5
M16.2 2 26 2025 140.242 0.997141 609.297 0.443058 0.25993 0.57483 82.9505 82.9505 108.398 4.77295 2.62352 0.5
M16.2 2 26 2026 137.756 0.633602 572.546 0.448892 0.255042 0.546949 72.0473 72.0473 94.3866 4.99937 2.66895 0.5
M16.2 2 26 2027 124.662 0.517364 581.545 0.481526 0.229286 0.488488 54.8583 54.8583 72.3672 4.49708 2.84858 0.5
M16.2 2 26 2028 120.217 0.888336 624.374 0.493371 0.220546 0.491306 63.8642 63.8642 84.522 4.18296 2.62779 0.5
M16.2 2 26 2029 135.744 1.36001 662.604 0.453692 0.251088 0.569963 78.5755 78.5755 103.19 4.39196 2.3103 0.5
M16.2 2 26 2030 140.847 0.930925 719.849 0.441639 0.261133 0.589834 77.5217 77.5217 101.587 4.19739 2.49195 0.5
M16.2 2 26 2031 140.392 0.340074 819.436 0.442705 0.260229 0.612517 87.1747 87.1747 114.065 3.81726 3.03161 0.5
M16.2 2 26 2032 157.942 0.178892 879.024 0.40444 0.2948 0.710441 122.86 122.86 144.303 3.9748 3.60046 0.5
M16.2 2 27 2019 172.699 0.498763 671.538 0.571974 0.169251 0.636921 55 93.0461 107.887 5.26021 3.2678 0.5
M16.2 2 27 2020 164.806 0.336863 649.085 0.56752 0.171886 0.610154 55 89.7553 106.129 5.21109 3.45594 0.5
M16.2 2 27 2021 151.711 0.218159 622.432 0.417462 0.282524 0.585815 84.9484 84.9484 103.631 5.15411 3.69051 0.5
M16.2 2 27 2022 137.38 0.774693 543.335 0.449774 0.254311 0.525259 69.4655 69.4655 91.1961 5.21985 2.82206 0.5
M16.2 2 27 2023 126.284 0.527359 497.47 0.477293 0.232485 0.476442 56.3219 56.3219 74.3195 5.307 2.79684 0.5
M16.2 2 27 2024 113.25 0.620244 499.122 0.512773 0.206857 0.425999 43.1165 43.1165 57.3013 4.79099 2.73223 0.5
M16.2 2 27 2025 108.644 0.215635 540.16 0.526202 0.197805 0.425387 48.1456 48.1456 64.2069 4.38502 3.2263 0.5
M16.2 2 27 2026 119.879 0.628833 559.828 0.494276 0.219891 0.486396 58.4748 58.4748 77.4799 4.50091 2.89813 0.5
M16.2 2 27 2027 126.185 1.16137 544.71 0.47755 0.232289 0.511022 63.6357 63.6357 84.0338 4.74115 2.34184 0.5
M16.2 2 27 2028 123.527 0.780868 566.533 0.484521 0.227048 0.497189 56.7601 56.7601 74.821 4.60651 2.48584 0.5
M16.2 2 27 2029 117.477 0.55981 648.97 0.500886 0.215154 0.479619 55.7951 55.7951 73.8917 3.9391 2.78254 0.5
M16.2 2 27 2030 130.336 0.268915 732.003 0.466982 0.240447 0.563083 81.4117 81.4117 107.209 3.95099 3.26421 0.5
M16.2 2 27 2031 153.495 0.522185 726.075 0.413676 0.286036 0.66753 103.933 103.933 125.448 4.42831 3.16456 0.5
M16.2 2 27 2032 155 1.28267 643.268 0.410519 0.289 0.653991 97.411 97.411 116.402 4.87072 2.3903 0.5
M16.2 2 28 2019 172.699 0.835389 671.538 0.571974 0.169251 0.636921 55 93.0461 107.887 5.24575 2.90243 0.5
M16.2 2 28 2020 164.84 1.01056 668.303 0.56757 0.171856 0.611837 55 89.7857 106.147 5.10262 2.6427 0.5
M16.2 2 28 2021 152.322 1.44406 712.612 0.416159 0.283727 0.598418 85.9226 85.9226 104.436 4.63101 2.33953 0.5
M16.2 2 28 2022 144.059 0.379338 790.085 0.434283 0.267459 0.590347 84.2284 84.2284 108.099 4.12052 2.88329 0.5
M16.2 2 28 2023 153.002 0.448266 873.73 0.414713 0.285068 0.663821 103.349 103.349 125.196 3.9026 3.1913 0.5
M16.2 2 28 2024 172.723 1.04548 864.941 0.4 0.299118 0.765324 131.935 131.935 152.984 4.30556 2.75975 0.5
M16.2 2 28 2025 184.758 0.347216 793.728 0.4 0.299118 0.788813 119.5 119.5 138.42 4.83625 3.12335 0.5
M16.2 2 28 2026 163.405 0.512198 730.221 0.4 0.299118 0.674882 99.8517 99.8517 115.646 4.59805 3.12997 0.5
M16.2 2 28 2027 148.161 0.9117 686.793 0.425166 0.275518 0.612489 98.4687 98.4687 122.786 4.5765 2.69927 0.5
M16.2 2 28 2028 149.665 0.297381 657.013 0.421875 0.278487 0.60748 87.1978 87.1978 107.738 4.81319 3.09844 0.5
M16.2 2 28 2029 137.921 0.783573 631.341 0.44849 0.255376 0.552368 70.4354 70.4354 92.4822 4.52232 2.79113 0.5
M16.2 2 28 2030 133.559 1.01421 632.004 0.459004 0.246782 0.550965 77.9614 77.9614 102.361 4.54217 2.50991 0.5
M16.2 2 28 2031 138.897 0.596131 657.205 0.446196 0.257289 0.568872 74.2369 74.2369 97.2425 4.52168 2.73689 0.5
M16.2 2 28 2032 134.65 0.388865 697.694 0.456333 0.248938 0.555753 73.6049 73.6049 96.7948 4.13502 3.08303 0.5
M16.2 2 29 2019 172.699 0.562759 671.538 0.571974 0.169251 0.636921 55 93.0461 107.887 5.25745 3.18792 0.5
M16.2 2 29 2020 164.813 0.553943 652.739 0.56753 0.17188 0.610474 55 89.7611 106.132 5.18619 3.12551 0.5
M16.2 2 29 2021 151.835 0.432317 644.657 0.417198 0.282767 0.588656 85.1411 85.1411 103.789 5.02334 3.1659 0.5
M16.2 2 29 2022 138.798 0.549744 602.83 0.446419 0.257103 0.539971 72.4149 72.4149 95.0261 4.87151 3.01476 0.5
M16.2 2 29 2023 132.884 0.471066 577.049 0.460644 0.245467 0.521631 67.5802 67.5802 88.9331 4.85628 3.02085 0.5
M16.2 2 29 2024 128.141 0.958999 557.374 0.472525 0.236135 0.505237 61.6876 61.6876 81.3303 4.79198 2.538 0.5
M16.2 2 29 2025 123.842 0.238899 573.404 0.483677 0.227677 0.49099 59.5642 59.5642 78.6759 4.62675 3.05834 0.5
M16.2 2 29 2026 123.192 0.516121 597.586 0.485395 0.226398 0.496769 59.4018 59.4018 78.4835 4.35175 3.02681 0.5
M16.2 2 29 2027 128.333 0.424726 599.576 0.472042 0.236508 0.528541 72.4091 72.4091 95.466 4.52112 3.09946 0.5
M16.2 2 29 2028 135.434 0.677718 567.936 0.454447 0.250472 0.551849 70.4782 70.4782 92.4236 4.87423 2.78717 0.5
M16.2 2 29 2029 125.961 2.27964 542.328 0.478143 0.231839 0.498658 60.1883 60.1883 79.3384 4.68932 1.90726 0.5
M16.2 2 29 2030 119.619 0.647511 651.224 0.49501 0.21936 0.484342 56.4683 56.4683 74.5704 4.15578 2.43763 0.5
M16.2 2 29 2031 123.586 0.741668 845.05 0.484344 0.227179 0.531246 63.4161 63.4161 83.9428 3.32402 2.76318 0.5
M16.2 2 29 2032 154.415 0.271835 988.186 0.411737 0.287852 0.72673 134.895 134.895 162.046 3.67568 3.32289 0.5
M16.2 2 30 2019 172.699 2.99894 671.538 0.571974 0.169251 0.636921 55 93.0461 107.887 5.1547 1.93463 0.5
M16.2 2 30 2020 165.057 0.192028 791.818 0.567891 0.171666 0.622655 55 89.9816 106.265 4.67858 2.73926 0.5
M16.2 2 30 2021 155.816 0.414114 998.293 0.408815 0.290612 0.653673 91.8338 91.8338 109.33 3.51768 3.2123 0.5
M16.2 2 30 2022 179.207 0.500893 1076.81 0.4 0.299118 0.82332 164.838 164.838 191.27 3.88972 3.40536 0.5
M16.2 2 30 2023 232.82 0.534912 952.538 0.4 0.299118 1.01627 154.763 154.763 179.303 4.97435 3.34921 0.5
M16.2 2 30 2024 207.012 0.366278 771.51 0.4 0.299118 0.841037 117.275 117.275 135.858 5.27142 3.4485 0.5
M16.2 2 30 2025 162.457 0.804663 659.581 0.4 0.299118 0.652748 105.341 105.341 121.804 5.14698 2.84596 0.5
M16.2 2 30 2026 143.146 0.617564 603.232 0.436375 0.265645 0.544698 78.6762 78.6762 101.421 5.01768 2.7966 0.5
M16.2 2 30 2027 131.4 0.205795 593.137 0.464305 0.242555 0.502046 59.8946 59.8946 79.0204 4.69959 3.2999 0.5
M16.2 2 30 2028 125.381 0.234362 592.227 0.479626 0.230716 0.502701 63.1814 63.1814 83.5976 4.53411 3.59946 0.5
M16.2 2 30 2029 132.105 1.06218 553.776 0.462571 0.24393 0.539477 72.0024 72.0024 94.7277 4.9534 2.5314 0.5
M16.2 2 30 2030 131.425 0.750535 522.508 0.464261 0.24259 0.511333 61.1054 61.1054 80.348 5.18034 2.50687 0.5
M16.2 2 30 2031 114.218 2.15401 554.412 0.51003 0.208747 0.441275 45.2552 45.2552 59.9933 4.29733 1.9696 0.5
M16.2 2 30 2032 113.064 0.363624 723.467 0.513318 0.206483 0.47205 58.6564 58.6564 77.9429 3.70691 2.65076 0.5
M16.2 2 31 2019 172.699 0.802521 671.538 0.571974 0.169251 0.636921 55 93.0461 107.887 5.24716 2.93284 0.5
M16.2 2 31 2020 164.837 0.336562 666.426 0.567565 0.171859 0.611673 55 89.7827 106.145 5.13915 3.27264 0.5
M16.2 2 31 2021 152.211 0.475552 669.084 0.416394 0.283509 0.594146 85.7733 85.7733 104.324 4.84839 3.20871 0.5
M16.2 2 31 2022 142.341 0.396697 624.158 0.438196 0.264075 0.563122 81.079 81.079 105.225 4.85152 3.24578 0.5
M16.2 2 31 2023 139.248 0.656085 573.017 0.445366 0.257986 0.549066 71.8207 71.8207 94.1447 5.03553 2.87116 0.5
M16.2 2 31 2024 127.879 0.18507 538.708 0.473196 0.235618 0.497393 60.2505 60.2505 79.4307 4.96506 3.3398 0.5
M16.2 2 31 2025 120.033 1.19723 521.596 0.493873 0.220182 0.467141 54.4104 54.4104 71.9333 4.74363 2.38602 0.5
M16.2 2 31 2026 118.368 0.519103 543.336 0.498415 0.216915 0.464748 55.9918 55.9918 74.1907 4.67932 2.66902 0.5
M16.2 2 31 2027 119.052 0.550517 595.009 0.496536 0.218261 0.476301 51.014 51.014 67.5829 4.25365 2.8354 0.5
M16.2 2 31 2028 121.723 0.316071 645.812 0.489303 0.223514 0.509801 67.9381 67.9381 89.9727 4.11595 3.20166 0.5
M16.2 2 31 2029 140.506 0.4127 645.346 0.442441 0.260453 0.598605 84.9185 84.9185 111.058 4.56973 3.22528 0.5
M16.2 2 31 2030 141.879 0.391842 584.726 0.439265 0.263159 0.579576 78.8574 78.8574 102.614 4.88715 3.2056 0.5
M16.2 2 31 2031 130.366 0.547087 522.691 0.466928 0.240489 0.519005 65.1546 65.1546 85.4395 5.05501 2.92452 0.5
M16.2 2 31 2032 119.027 0.456928 494.247 0.49663 0.218194 0.456848 53.4231 53.4231 70.5673 4.95254 2.92144 0.5
M16.2 2 32 2019 172.699 0.788744 671.538 0.571974 0.169251 0.636921 55 93.0461 107.887 5.24775 2.94587 0.5
M16.2 2 32 2020 164.835 0.344651 665.64 0.567563 0.17186 0.611604 55 89.7815 106.145 5.14202 3.26961 0.5
M16.2 2 32 2021 152.189 0.867592 667.429 0.416441 0.283466 0.593809 85.7365 85.7365 104.293 4.84209 2.78663 0.5
M16.2 2 32 2022 142.164 0.277666 644.78 0.438601 0.263727 0.563644 80.5955 80.5955 104.723 4.76944 3.18739 0.5
M16.2 2 32 2023 139.452 0.690257 625.574 0.444887 0.258388 0.557117 72.3815 72.3815 94.9088 4.67317 2.89144 0.5
M16.2 2 32 2024 134.006 0.525878 607.9 0.457901 0.24767 0.541153 74.0583 74.0583 97.397 4.67214 2.92708 0.5
M16.2 2 32 2025 134.75 0.430946 595.926 0.4561 0.249127 0.543964 69.552 69.552 91.2297 4.742 3.04284 0.5
M16.2 2 32 2026 128.664 0.630482 581.234 0.471201 0.237159 0.513482 65.5902 65.5902 86.4412 4.59377 2.85645 0.5
M16.2 2 32 2027 128.308 1.26614 574.288 0.472115 0.236451 0.518576 66.833 66.833 87.9433 4.66382 2.31704 0.5
M16.2 2 32 2028 127.276 0.900675 612.215 0.474746 0.234428 0.511526 61.7934 61.7934 81.4596 4.44158 2.4431 0.5
M16.2 2 32 2029 125.148 0.774498 706.418 0.480252 0.230244 0.521526 63.7099 63.7099 84.1195 3.89639 2.64723 0.5
M16.2 2 32 2030 139.076 0.369796 807.246 0.445772 0.257644 0.61188 93.1723 93.1723 122.211 3.87069 3.09283 0.5
M16.2 2 32 2031 163.49 0.734422 820.951 0.4 0.299118 0.726737 118.936 118.936 137.875 4.25068 2.94573 0.5
M16.2 2 32 2032 170.077 0.748881 757.559 0.4 0.299118 0.731995 115.53 115.53 133.87 4.63804 2.81502 0.5
M16.2 2 33 2019 172.699 0.326438 671.538 0.571974 0.169251 0.636921 55 93.0461 107.887 5.26764 3.51507 0.5
M16.2 2 33 2020 164.789 0.593032 639.247 0.567495 0.171901 0.609292 55 89.7397 106.119 5.24128 3.19303 0.5
M16.2 2 33 2021 151.449 0.777524 610.58 0.418023 0.282007 0.582369 84.5046 84.5046 103.251 5.23943 2.76798 0.5
M16.2 2 33 2022 135.031 1.30756 577.053 0.455406 0.249691 0.514302 63.8003 63.8003 83.8501 4.94493 2.30909 0.5
M16.2 2 33 2023 124.227 0.517564 636.624 0.48265 0.228443 0.48663 58.1862 58.1862 76.9633 4.32902 2.7126 0.5
M16.2 2 33 2024 128.278 0.379178 732.612 0.47217 0.236409 0.53737 69.4161 69.4161 91.6678 3.91575 3.11444 0.5
M16.2 2 33 2025 147.759 0.667162 770.512 0.426031 0.274742 0.645719 103.709 103.709 129.911 4.17775 2.99371 0.5
M16.2 2 33 2026 164.448 0.478686 720.224 0.4 0.299118 0.70828 110.128 110.128 127.605 4.74885 3.06597 0.5
M16.2 2 33 2027 152.458 0.464228 645.486 0.415877 0.283988 0.627625 88.6503 88.6503 107.568 4.80828 3.08501 0.5
M16.2 2 33 2028 136.267 0.412515 601.507 0.452463 0.252095 0.549502 77.01 77.01 100.689 4.7178 3.13852 0.5
M16.2 2 33 2029 132.751 0.179745 569.281 0.460991 0.245189 0.525734 69.7082 69.7082 91.4966 4.83795 3.54204 0.5
M16.2 2 33 2030 127.267 1.22845 517.778 0.474763 0.234415 0.496859 60.5283 60.5283 79.8432 4.93749 2.36489 0.5
M16.2 2 33 2031 119.958 0.48226 512.569 0.494075 0.220036 0.467987 53.8496 53.8496 71.2121 4.98093 2.67085 0.5
M16.2 2 33 2032 112.592 0.240468 562.708 0.51467 0.205558 0.440739 44.191 44.191 58.7098 4.29304 3.17608 0.5
M16.2 2 34 2019 172.699 1.33646 671.538 0.571974 0.169251 0.636921 55 93.0461 107.887 5.22438 2.53445 0.5
M16.2 2 34 2020 164.89 0.306093 696.909 0.567645 0.171812 0.614342 55 89.8311 106.175 5.01871 3.07059 0.5
M16.2 2 34 2021 153.088 1.40628 749.38 0.414532 0.285237 0.60864 87.2295 87.2295 105.541 4.38913 2.48065 0.5
M16.2 2 34 2022 150.969 0.710803 788.924 0.41905 0.281064 0.631244 102.868 102.868 126.209 4.30738 2.70641 0.5
M16.2 2 34 2023 161.579 0.598613 826.828 0.4 0.299118 0.689033 101.565 101.565 117.729 4.22472 2.92287 0.5
M16.2 2 34 2024 159.665 0.299116 837.291 0.400941 0.298197 0.694114 116.236 116.236 135.174 4.16134 3.34067 0.5
M16.2 2 34 2025 171.2 0.329248 785.681 0.4 0.299118 0.742764 121.319 121.319 140.524 4.59744 3.50996 0.5
M16.2 2 34 2026 167.083 0.96342 672.708 0.4 0.299118 0.689719 106.377 106.377 123.256 4.99643 2.70686 0.5
M16.2 2 34 2027 147.233 0.955336 592.527 0.427208 0.273692 0.586407 81.2323 81.2323 101.822 5.13001 2.473 0.5
M16.2 2 34 2028 127.323 0.472417 609.95 0.474638 0.234511 0.494423 58.7688 58.7688 77.3155 4.47239 2.8139 0.5
M16.2 2 34 2029 123.413 0.635129 675.78 0.484805 0.226836 0.504233 65.8761 65.8761 87.1438 4.03612 2.87912 0.5
M16.2 2 34 2030 142.252 0.806673 711.334 0.438398 0.263901 0.606323 90.5388 90.5388 117.627 4.32612 2.74066 0.5
M16.2 2 34 2031 151.883 0.481721 698.32 0.417095 0.282862 0.644474 91.8188 91.8188 111.931 4.57967 2.9559 0.5
M16.2 2 34 2032 144.644 0.943666 680.633 0.43298 0.268596 0.604591 85.3262 85.3262 108.915 4.43517 2.64483 0.5
M16.2 2 35 2019 172.699 1.14882 671.538 0.571974 0.169251 0.636921 55 93.0461 107.887 5.23236 2.65427 0.5
M16.2 2 35 2020 164.872 0.31095 686.196 0.567617 0.171829 0.613404 55 89.8141 106.164 5.06062 3.13947 0.5
M16.2 2 35 2021 152.779 0.72355 720.828 0.415186 0.284629 0.603517 86.7159 86.7159 105.113 4.55327 2.93842 0.5
M16.2 2 35 2022 147.91 0.841602 709.821 0.4257 0.275039 0.605367 94.9592 94.9592 118.802 4.53427 2.7338 0.5
M16.2 2 35 2023 153.112 0.989019 695.781 0.414483 0.285283 0.630923 89.9848 89.9848 108.826 4.669 2.55719 0.5
M16.2 2 35 2024 143.181 0.423513 712.133 0.436282 0.265725 0.589589 81.0054 81.0054 104.533 4.32925 2.94228 0.5
M16.2 2 35 2025 143.412 1.03195 746.442 0.435765 0.266173 0.609484 90.6085 90.6085 116.649 4.15962 2.64387 0.5
M16.2 2 35 2026 154.086 0.336337 763.645 0.41243 0.287201 0.65965 105.761 105.761 127.176 4.37061 3.06938 0.5
M16.2 2 35 2027 157.113 0.440296 738.511 0.406139 0.293166 0.666663 98.3965 98.3965 116.099 4.44036 3.19697 0.5
M16.2 2 35 2028 150.604 0.293627 688.99 0.419845 0.280336 0.634369 99.596 99.596 122.348 4.58671 3.43497 0.5
M16.2 2 35 2029 149.549 0.407646 612.043 0.422132 0.278255 0.61498 89.4847 89.4847 110.559 5.01705 3.29384 0.5
M16.2 2 35 2030 136.359 0.259874 529.955 0.452223 0.252292 0.530148 68.5356 68.5356 89.8387 5.18513 3.43383 0.5
M16.2 2 35 2031 120.718 0.483089 470.583 0.492029 0.221522 0.459845 53.0566 53.0566 70.0152 5.22562 3.04767 0.5
M16.2 2 35 2032 110.624 0.745498 441.576 0.52038 0.201689 0.412247 44.2968 44.2968 58.905 5.1507 2.58157 0.5
M16.2 2 36 2019 172.699 0.490363 671.538 0.571974 0.169251 0.636921 55 93.0461 107.887 5.26057 3.27872 0.5
