Alternative Spp Yr  ABC OFL Catch SSB F Tot_biom
1 GOA_SABLE 2023 45.4402 53.1409 27.16 156.651 0.0506596 695.093
1 GOA_SABLE 2024 48.9064 57.1945 31.4847 186.109 0.0546581 789.994
1 GOA_SABLE 2025 51.5837 60.3235 30.8158 212.284 0.0506283 784.524
1 GOA_SABLE 2026 53.2582 62.2708 53.2582 234.75 0.0860583 775.211
1 GOA_SABLE 2027 51.1735 59.829 51.1735 243.605 0.0860583 736.265
1 GOA_SABLE 2028 48.9678 57.2525 48.9678 247.504 0.0860583 728.32
1 GOA_SABLE 2029 46.6248 54.5134 46.6248 246.6 0.0860583 674.388
1 GOA_SABLE 2030 43.9346 51.3654 43.9346 241.104 0.0860583 628.458
1 GOA_SABLE 2031 40.702 47.5864 40.702 231.548 0.0860583 584.521
1 GOA_SABLE 2032 38.0785 44.523 38.0785 220.031 0.0860583 570.054
1 GOA_SABLE 2033 35.8316 41.8977 35.8316 207.659 0.0860583 526.642
1 GOA_SABLE 2034 33.7314 39.4411 33.7314 195.15 0.0860583 495.033
1 GOA_SABLE 2035 31.4683 36.7956 31.4683 182.855 0.0860583 463.018
1 GOA_SABLE 2036 29.2967 34.2562 29.2967 171.432 0.0860583 427.708
1 GOA_SABLE 2023 45.4402 53.1409 27.16 156.651 0.0506596 695.093
1 GOA_SABLE 2024 47.0391 54.9999 31.4847 184.86 0.0568606 681.266
1 GOA_SABLE 2025 46.4884 54.3489 30.8158 208.752 0.0562829 658.034
1 GOA_SABLE 2026 44.871 52.456 44.871 226.168 0.0860583 636.498
1 GOA_SABLE 2027 41.8836 48.9651 41.8836 228.785 0.0860583 602.74
1 GOA_SABLE 2028 39.5429 46.2334 39.5429 223.716 0.0860583 591.03
1 GOA_SABLE 2029 37.6849 44.0641 37.6849 213.172 0.0860583 559.808
1 GOA_SABLE 2030 36.0266 42.1254 36.0266 200.64 0.0860583 534.777
1 GOA_SABLE 2031 33.9454 39.6908 33.9454 188.618 0.0860583 491.016
1 GOA_SABLE 2032 31.6389 36.9926 31.6389 178.393 0.0860583 457.523
1 GOA_SABLE 2033 29.2465 34.196 29.2465 169.473 0.0860583 425.772
1 GOA_SABLE 2034 26.9522 31.5132 26.9522 160.596 0.0860583 388.462
1 GOA_SABLE 2035 25.3459 29.6388 25.3459 151.383 0.0860583 394.567
1 GOA_SABLE 2036 24.5302 28.6894 24.5302 141.735 0.0860583 386.165
1 GOA_SABLE 2023 45.4402 53.1409 27.16 156.651 0.0506596 695.093
1 GOA_SABLE 2024 48.4845 56.6987 31.4847 185.827 0.0551404 765.428
1 GOA_SABLE 2025 50.5248 59.0821 30.8158 211.55 0.0517075 761.304
1 GOA_SABLE 2026 51.6838 60.4294 51.6838 233.052 0.0860583 754.137
1 GOA_SABLE 2027 49.9602 58.4128 49.9602 240.946 0.0860583 735.154
1 GOA_SABLE 2028 47.5106 55.5468 47.5106 242.959 0.0860583 677.937
1 GOA_SABLE 2029 44.6733 52.2279 44.6733 240.493 0.0860583 642.36
1 GOA_SABLE 2030 41.7084 48.7642 41.7084 233.936 0.0860583 608.582
1 GOA_SABLE 2031 39.1349 45.757 39.1349 223.974 0.0860583 572.75
1 GOA_SABLE 2032 37.5371 43.8948 37.5371 212.479 0.0860583 586.114
1 GOA_SABLE 2033 37.3387 43.6708 37.3387 201.024 0.0860583 604.599
1 GOA_SABLE 2034 37.6109 43.9877 37.6109 190.911 0.0860583 578.4
1 GOA_SABLE 2035 37.2646 43.5782 37.2646 183.693 0.0860583 563.873
1 GOA_SABLE 2036 36.8271 43.0689 36.8271 180.059 0.0860583 581.175
1 GOA_SABLE 2023 45.4402 53.1409 27.16 156.651 0.0506596 695.093
1 GOA_SABLE 2024 47.172 55.1562 31.4847 184.949 0.0566978 689.006
1 GOA_SABLE 2025 47.5672 55.6158 30.8158 209.484 0.0549855 708.727
1 GOA_SABLE 2026 47.456 55.4858 47.456 228.181 0.0860583 696.859
1 GOA_SABLE 2027 45.3497 53.0193 45.3497 232.429 0.0860583 644.916
