Alt Stock Year ABC OFL Catch SSB F Total_Biom
7 GOA_SABLE 2029 42.6161 42.6161 42.6161 200.513 0.101302 535.938
4 GOA_SABLE 2033 24.0479 43.4408 24.0479 214.46 0.0549517 553.153
4 GOA_SABLE 2024 30.6635 55.3852 31.4847 185.079 0.0564671 700.353
3 GOA_SABLE 2028 22.9998 52.7475 22.9998 248.838 0.0430291 651.437
2 GOA_SABLE 2028 41.8809 48.9649 41.8809 229.131 0.0860583 607.906
6 GOA_SABLE 2030 39.2162 39.2162 39.2162 184.019 0.101302 498.904
5 GOA_SABLE 2030 0 57.3008 0 290.261 0 707.398
4 GOA_SABLE 2034 23.3899 42.2548 23.3899 207.69 0.0549517 540.399
4 GOA_SABLE 2025 30.8022 55.6203 30.8158 209.5 0.0550227 691.26
3 GOA_SABLE 2029 22.3734 51.3154 22.3734 249.807 0.0430291 635.922
2 GOA_SABLE 2029 39.4129 46.0809 39.4129 220.989 0.0860583 575.669
6 GOA_SABLE 2031 37.0397 37.0397 37.0397 172.764 0.101302 476.456
5 GOA_SABLE 2031 0 57.2666 0 295.226 0 710.675
4 GOA_SABLE 2035 22.8039 41.1986 22.8039 201.604 0.0549517 528.862
4 GOA_SABLE 2026 30.3732 54.8379 30.3732 228.076 0.0549517 676.308
1 GOA_SABLE 2030 37.1397 43.4249 37.1397 210.221 0.0860583 547.39
6 GOA_SABLE 2032 35.2455 35.2455 35.2455 162.314 0.101302 457.259
6 GOA_SABLE 2023 53.1409 53.1409 27.16 156.651 0.0506596 695.093
5 GOA_SABLE 2032 0 57.1818 0 298.378 0 712.551
5 GOA_SABLE 2023 0 53.1409 27.16 156.651 0.0506596 695.093
4 GOA_SABLE 2036 22.2992 40.2886 22.2992 196.237 0.0549517 519.031
4 GOA_SABLE 2027 29.5861 53.4158 29.5861 239.265 0.0549517 659.219
1 GOA_SABLE 2031 35.1581 41.1099 35.1581 198.75 0.0860583 523.653
6 GOA_SABLE 2033 33.7456 33.7456 33.7456 153.037 0.101295 439.579
6 GOA_SABLE 2024 55.3852 55.3852 55.3852 185.079 0.101302 700.353
5 GOA_SABLE 2033 0 57.0386 0 300.361 0 712.052
5 GOA_SABLE 2024 0 55.3852 31.4847 185.079 0.0564671 700.353
4 GOA_SABLE 2028 28.6172 51.669 28.6172 243.212 0.0549517 639.03
1 GOA_SABLE 2032 33.4877 39.1584 33.4877 187.708 0.0860583 502.942
1 GOA_SABLE 2023 45.4402 53.1409 27.16 156.651 0.0506596 695.093
7 GOA_SABLE 2030 39.9211 39.9211 39.9211 188.748 0.101302 507.006
6 GOA_SABLE 2034 32.4091 32.4091 32.4091 145.043 0.101002 425.266
6 GOA_SABLE 2025 53.4894 53.4894 53.4894 200.643 0.101302 666.475
5 GOA_SABLE 2034 0 56.8362 0 301.603 0 711.664
5 GOA_SABLE 2025 0 55.6203 30.8158 209.5 0.0550227 691.26
4 GOA_SABLE 2029 27.5813 49.8025 27.5813 241.46 0.0549517 618.515
1 GOA_SABLE 2033 32.067 37.4983 32.067 177.638 0.0860583 483.659
1 GOA_SABLE 2024 47.3669 55.3852 31.4847 185.079 0.0564671 700.353
