Stock Alt Year Catch ABC OFL SSB TotBiom
bsai_akp 1 2022 11253 20162.5 24258.1 143425 453468
bsai_akp 1 2023 18054 22036.9 26508.4 149818 487201
bsai_akp 1 2024 18054 24388.2 29325.6 158521 517409
bsai_akp 1 2025 28014.5 28014.5 33658.7 169570 551849
bsai_akp 1 2026 30918.7 30918.7 37124.8 178299 577556
bsai_akp 1 2027 34075.2 34075.2 40892 187088 601270
bsai_akp 1 2028 37262 37262 44707.9 196026 622533
bsai_akp 1 2029 40118.2 40118.2 48145.5 204710 639498
bsai_akp 1 2030 42514.2 42514.2 51035.5 212673 653795
bsai_akp 1 2031 44507 44507 53434.8 219548 664388
bsai_akp 1 2032 46138.7 46138.7 55402.2 225193 672844
bsai_akp 1 2033 47387.2 47387.2 56903.5 229496 679594
bsai_akp 1 2034 48337.1 48337.1 58054 232562 684372
bsai_akp 1 2035 49004.4 49004.4 58851.3 234498 688411
bsai_akp 2 2022 11253 20162.5 24258.1 143425 453468
bsai_akp 2 2023 18054 22036.9 26508.4 149818 487201
bsai_akp 2 2024 18054 24388.2 29325.6 158521 517409
bsai_akp 2 2025 28014.5 28014.5 33658.7 169570 551849
bsai_akp 2 2026 30918.7 30918.7 37124.8 178299 577556
bsai_akp 2 2027 34075.2 34075.2 40892 187088 601270
bsai_akp 2 2028 37262 37262 44707.9 196026 622533
bsai_akp 2 2029 40118.2 40118.2 48145.5 204710 639498
bsai_akp 2 2030 42514.2 42514.2 51035.5 212673 653795
bsai_akp 2 2031 44507 44507 53434.8 219548 664388
bsai_akp 2 2032 46138.7 46138.7 55402.2 225193 672844
bsai_akp 2 2033 47387.2 47387.2 56903.5 229496 679594
bsai_akp 2 2034 48337.1 48337.1 58054 232562 684372
bsai_akp 2 2035 49004.4 49004.4 58851.3 234498 688411
bsai_akp 3 2022 11253 20162.5 24258.1 143425 453468
bsai_akp 3 2023 18054 22036.9 26508.4 149818 487201
bsai_akp 3 2024 18054 24388.2 29325.6 158521 517409
bsai_akp 3 2025 13501 28014.5 33658.7 171416 551849
bsai_akp 3 2026 14695.1 33405.1 40086.5 187638 591271
bsai_akp 3 2027 15990.7 39612.1 47488.1 204867 629822
bsai_akp 3 2028 17366.7 45812.5 54931.8 223082 667074
bsai_akp 3 2029 18792.3 51149.6 61385.7 241743 701033
bsai_akp 3 2030 20213.6 55700 66899.5 260116 732843
bsai_akp 3 2031 21580.7 59786.3 71831 277474 760905
bsai_akp 3 2032 22856.5 63516.7 76320.8 293381 786386
bsai_akp 3 2033 24011 66856.4 80337.8 307473 809380
bsai_akp 3 2034 25029 69777.9 83850.4 319660 829353
bsai_akp 3 2035 25905.9 72274.8 86851.7 329915 847342
