
SB0 SB40 SB35 MeanRec HarMeanRec Bnow
573174 229270 200611 202309 173588 150260 
CV Recruit
1.15365 
Alternative 1 Alternative  Stock: bsai_akp
Catch bsai_akp
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2031  0 0.140028 0.170414 0 0 0 0 0 
2032  0 0.140028 0.170414 0 0 0 0 0 
2033  0 0.140028 0.170414 0 0 0 0 0 
2034  0 0.140028 0.170414 0 0 0 0 0 
2035  0 0.140028 0.170414 0 0 0 0 0 

Total_Biomassbsai_akp
Year B100 Babc Bofl LowCI_Biom Median_Biom Mean_Biom UpperCI_Biom Stdev_Biom 
2021 1.26084e+06 671906 621705 429307 429307 429307 429307 3.84171e-09 
2022 1.26084e+06 671906 621705 436754 445450 453468 495280 23280.9 
2023 1.26084e+06 671906 621705 450139 475392 487201 566118 39960.7 
2024 1.26084e+06 671906 621705 456199 502385 517409 628108 58712.8 
2025 1.26084e+06 671906 621705 461419 533636 551849 701731 79113.5 
2026 1.26084e+06 671906 621705 484051 581232 604022 792884 102551 
2027 1.26084e+06 671906 621705 505529 631545 655936 886502 124214 
2028 1.26084e+06 671906 621705 532736 681536 707125 969310 144131 
2029 1.26084e+06 671906 621705 556136 724600 755555 1.06125e+06 163124 
2030 1.26084e+06 671906 621705 571137 769766 802290 1.13622e+06 179415 
2031 1.26084e+06 671906 621705 588191 809697 845596 1.2077e+06 194545 
2032 1.26084e+06 671906 621705 601693 852379 886500 1.26834e+06 207785 
2033 1.26084e+06 671906 621705 620024 890212 924902 1.31024e+06 217765 
2034 1.26084e+06 671906 621705 644308 928974 960095 1.36251e+06 226220 
2035 1.26084e+06 671906 621705 665858 965904 992889 1.43053e+06 232213 
Alternative 6 Alternative  Stock: bsai_akp
Catch bsai_akp
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2021  0 50586.8 53232.9 15862 15862 15862 15862 2.31012e-10 
2022  0 50586.8 53232.9 24233.9 24246.5 24258.1 24318.7 33.7202 
2023  0 50586.8 53232.9 24221.4 24282.5 24322.3 24541.1 122.888 
2024  0 50586.8 53232.9 25725 25922.3 26031.7 26645.3 355.449 
2025  0 50586.8 53232.9 27957.4 28517.1 28811.7 30498.1 976.947 
2026  0 50586.8 53232.9 29876.3 31285.5 32034.8 36430.4 2458.01 
2027  0 50586.8 53232.9 30878.2 34025.8 35558.8 44994.4 5020.09 
2028  0 50586.8 53232.9 30685.1 36810.3 39259.5 57633 8482.89 
2029  0 50586.8 53232.9 29460.6 39405.2 42657.2 65623.4 11684 
2030  0 50586.8 53232.9 28208.7 42119.1 45534.1 70768.8 14264 
2031  0 50586.8 53232.9 26879.2 45078.2 47795.2 75397.2 16151.3 
2032  0 50586.8 53232.9 26762.7 46731.8 49529.9 78953.2 17517.5 
2033  0 50586.8 53232.9 26168.7 47992.2 50832.3 81542.2 18437.7 
2034  0 50586.8 53232.9 25427.1 48797 51689.1 84971.2 18901 
2035  0 50586.8 53232.9 25410.3 49439.7 52207.3 84788.8 19031.3 

Spawning_Biomass bsai_akp
Year SSB100 SSBabc SSBofl LowCI_SSB Median_SSB Mean_SSB UpperCI_SSB Stdev_SSB 
2021 573174 229270 200611 143363 143363 143363 143363 1.36788e-09 
2022 573174 229270 200611 141721 141721 141721 141721 2.07969e-05 
2023 573174 229270 200611 142511 142587 142657 143021 202.755 
2024 573174 229270 200611 147681 148046 148285 149593 733.232 
2025 573174 229270 200611 154669 155885 156579 160521 2237.52 
2026 573174 229270 200611 160036 163469 165220 175478 5803.61 
2027 573174 229270 200611 162705 170393 173901 195757 11859.2 
2028 573174 229270 200611 161774 177073 182627 222190 20976.6 
2029 573174 229270 200611 157991 183205 190877 248746 30752.5 
2030 573174 229270 200611 153941 189202 198134 268386 39003.2 
2031 573174 229270 200611 150138 195931 204080 285042 45279.1 
2032 573174 229270 200611 150029 199495 208687 297254 50011.9 
2033 573174 229270 200611 148331 201826 211933 307380 53182.4 
2034 573174 229270 200611 146314 203146 213985 315922 54571.7 
2035 573174 229270 200611 145746 204332 215030 318229 54614.9 

Fishing_mortalitybsai_akp
Year F0 Fabc Fofl LowCI_F Median_F Mean_F UpperCI_F Stdev_F 
2021  0 0.140028 0.170414 0.0651529 0.0651529 0.0651529 0.0651529 6.245e-16 
2022  0 0.140028 0.170414 0.101914 0.101914 0.101914 0.101914 6.84265e-10 
2023  0 0.140028 0.170414 0.102532 0.102592 0.102646 0.102931 0.000158641 
2024  0 0.140028 0.170414 0.106577 0.106863 0.10705 0.108074 0.000573702 
2025  0 0.140028 0.170414 0.112045 0.112996 0.113539 0.116624 0.00175068 
2026  0 0.140028 0.170414 0.116244 0.11893 0.120295 0.128326 0.00448363 
2027  0 0.140028 0.170414 0.118332 0.124348 0.127025 0.144193 0.00870229 
2028  0 0.140028 0.170414 0.117604 0.129574 0.133291 0.164875 0.0136936 
2029  0 0.140028 0.170414 0.114644 0.134372 0.138056 0.170414 0.0173281 
